airport,airport_iata,country,city,rental_length,start_date,start_time,return_date,return_time,date_offset,deposit_price,drive_away_price,price,currency,product_name,product_id,airbags,aircon,free_cancellation,doors,group,seats,transmission,mileage,supplier_name,average,cleanliness,condition,dropoff_time,efficiency,location,pickup_time,value_for_money,no_of_ratings,rental_days,total_price
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,2910.97,2910.97,2910.97,TRY,Nissan Juke,635676523,1,1,1,4,Compact,5,Automatic,800 kilometres per rental,Windy Car Rental,5.8,6.2,6.3,6.5,6.1,5.4,4.5,5.5,1329,2,8732.91
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,3299.36,3299.36,3299.36,TRY,Hyundai i20,714866231,1,1,1,4,Economy,5,Automatic,Unlimited km,Enterprise,7.8,7.9,7.6,9.2,7.6,8.1,7.6,6.7,691,2,9898.08
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,3656.09,3656.09,3656.09,TRY,Volkswagen T-Roc,707339861,1,0,1,5,Compact,5,Automatic,Unlimited km,Avec Rent a Car,7.6,8.0,7.9,8.5,7.3,7.8,6.7,7.0,2661,2,10968.27
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,3033.06,3033.06,3033.06,TRY,Hyundai i20,699764466,1,1,1,5,Economy,5,Automatic,Unlimited km,Circular Car Hire,6.6,7.5,7.1,8.0,6.3,5.6,6.3,6.3,613,2,9099.18
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,4881.41,4881.41,4881.41,TRY,Skoda Kamiq,741318506,1,1,1,4,Intermediate,5,Automatic,Unlimited km,Alamo,8.0,8.4,8.0,9.5,7.8,8.0,7.6,7.4,1176,2,14644.23
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,5385.5,5385.5,5385.5,TRY,Toyota C-HR,737329931,1,1,1,5,Standard,5,Automatic,Unlimited km,Enterprise,7.8,7.9,7.6,9.2,7.6,8.1,7.6,6.7,691,2,16156.5
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,4981.5,4981.5,4981.5,TRY,Skoda Kamiq,714875826,1,1,1,4,Intermediate,5,Automatic,Unlimited km,Enterprise,7.8,7.9,7.6,9.2,7.6,8.1,7.6,6.7,691,2,14944.5
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,2876.33,2876.33,2876.33,TRY,Fiat Egea,730225276,1,1,1,4,Compact,5,Manual,1000 kilometres per rental,Green Motion,6.9,7.2,6.7,8.2,6.6,6.9,6.8,5.9,915,2,8628.99
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,9099.18,9099.18,9099.18,TRY,Mercedes V-Class,699765596,1,1,1,5,Premium,8,Manual,Unlimited km,Circular Car Hire,6.6,7.5,7.1,8.0,6.3,5.6,6.3,6.3,613,2,27297.54
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,9705.79,9705.79,9705.79,TRY,Mercedes V-Class,699765501,1,1,1,5,Premium,8,Automatic,Unlimited km,Circular Car Hire,6.6,7.5,7.1,8.0,6.3,5.6,6.3,6.3,613,2,29117.370000000003
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,3954.54,3954.54,3954.54,TRY,Dacia Duster,730905791,1,1,1,4,Intermediate,5,Automatic,Unlimited km,Avec Rent a Car,7.6,8.0,7.9,8.5,7.3,7.8,6.7,7.0,2661,2,11863.619999999999
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,2952.02,2952.02,2952.02,TRY,Peugeot 301,730225476,1,1,1,4,Compact,5,Manual,1000 kilometres per rental,Green Motion,6.9,7.2,6.7,8.2,6.6,6.9,6.8,5.9,915,2,8856.06
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,4215.95,4215.95,4215.95,TRY,Dacia Duster,741319356,1,1,1,4,Intermediate,5,Manual,Unlimited km,Alamo,8.0,8.4,8.0,9.5,7.8,8.0,7.6,7.4,1176,2,12647.849999999999
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,4253.0,4253.0,4253.0,TRY,Peugeot 2008,707282651,1,1,1,4,Intermediate,5,Automatic,Unlimited km,Avec Rent a Car,7.6,8.0,7.9,8.5,7.3,7.8,6.7,7.0,2661,2,12759.0
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,2583.11,2583.11,2583.11,TRY,Renault Clio,730225386,1,1,1,4,Economy,5,Manual,1000 kilometres per rental,Green Motion,6.9,7.2,6.7,8.2,6.6,6.9,6.8,5.9,915,2,7749.33
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,3357.63,3357.63,3357.63,TRY,Opel Mokka,730195651,1,1,1,4,Compact,5,Automatic,Unlimited km,Avec Rent a Car,7.6,8.0,7.9,8.5,7.3,7.8,6.7,7.0,2661,2,10072.89
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,4302.7,4302.7,4302.7,TRY,Dacia Duster,714877026,1,1,1,4,Intermediate,5,Manual,Unlimited km,Enterprise,7.8,7.9,7.6,9.2,7.6,8.1,7.6,6.7,691,2,12908.099999999999
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,3033.06,3033.06,3033.06,TRY,Renault Clio,729703086,1,1,1,5,Economy,5,Manual,Unlimited km,Rent Go,6.4,6.1,5.4,8.4,6.2,6.4,6.3,6.2,38,2,9099.18
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,3033.06,3033.06,3033.06,TRY,Citroen C3,729703136,1,1,1,5,Economy,5,Manual,Unlimited km,Rent Go,6.4,6.1,5.4,8.4,6.2,6.4,6.3,6.2,38,2,9099.18
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,3261.49,3261.49,3261.49,TRY,Fiat Egea,680483866,1,1,1,4,Intermediate,5,Manual,3000 kilometres per rental,Sixt,7.4,7.2,6.9,8.9,7.5,7.4,7.8,6.7,439,2,9784.47
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,3197.93,3197.93,3197.93,TRY,Renault Clio,730225256,1,1,1,4,Economy,5,Automatic,1000 kilometres per rental,Green Motion,6.9,7.2,6.7,8.2,6.6,6.9,6.8,5.9,915,2,9593.789999999999
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,3879.93,3879.93,3879.93,TRY,Volkswagen Taigo,739402991,1,1,1,5,Compact,5,Automatic,Unlimited km,Avec Rent a Car,7.6,8.0,7.9,8.5,7.3,7.8,6.7,7.0,2661,2,11639.789999999999
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,2989.86,2989.86,2989.86,TRY,Fiat Egea,730225266,1,1,1,4,Compact,5,Manual,1000 kilometres per rental,Green Motion,6.9,7.2,6.7,8.2,6.6,6.9,6.8,5.9,915,2,8969.58
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,3033.06,3033.06,3033.06,TRY,Citroen C4-Elysee,729703091,1,1,1,4,Intermediate,5,Manual,Unlimited km,Rent Go,6.4,6.1,5.4,8.4,6.2,6.4,6.3,6.2,38,2,9099.18
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,3033.06,3033.06,3033.06,TRY,Fiat Tipo Aegea,735433006,1,1,1,5,Compact,5,Manual,Unlimited km,Rent Go,6.4,6.1,5.4,8.4,6.2,6.4,6.3,6.2,38,2,9099.18
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,5222.98,5222.98,5222.98,TRY,Volkswagen Tiguan,707339781,1,1,1,4,Intermediate,5,Automatic,Unlimited km,Avec Rent a Car,7.6,8.0,7.9,8.5,7.3,7.8,6.7,7.0,2661,2,15668.939999999999
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,2864.13,2864.13,2864.13,TRY,Fiat Egea,699663886,1,1,1,4,Intermediate,5,Automatic,4000 kilometres per rental,Windy Car Rental,5.8,6.2,6.3,6.5,6.1,5.4,4.5,5.5,1329,2,8592.39
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,2620.01,2620.01,2620.01,TRY,Citroen C-Elysee,730225241,1,1,1,5,Economy,5,Manual,1000 kilometres per rental,Green Motion,6.9,7.2,6.7,8.2,6.6,6.9,6.8,5.9,915,2,7860.030000000001
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,3336.37,3336.37,3336.37,TRY,Nissan Micra,729703076,1,1,1,5,Economy,5,Automatic,Unlimited km,Rent Go,6.4,6.1,5.4,8.4,6.2,6.4,6.3,6.2,38,2,10009.11
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,3336.37,3336.37,3336.37,TRY,Renault Clio,729703146,1,0,1,3,Economy,5,Automatic,Unlimited km,Rent Go,6.4,6.1,5.4,8.4,6.2,6.4,6.3,6.2,38,2,10009.11
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,7132.35,7132.35,7132.35,TRY,Audi A4,707410376,1,1,1,4,Premium,5,Automatic,Unlimited km,Avec Rent a Car,7.6,8.0,7.9,8.5,7.3,7.8,6.7,7.0,2661,2,21397.050000000003
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,3099.86,3099.86,3099.86,TRY,Renault Clio,680483861,1,1,1,5,Economy,5,Manual,3000 kilometres per rental,Sixt,7.4,7.2,6.9,8.9,7.5,7.4,7.8,6.7,439,2,9299.58
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,4647.87,4647.87,4647.87,TRY,Hyundai Tucson,699480646,1,1,1,4,Full-size,5,Automatic,800 kilometres per rental,Windy Car Rental,5.8,6.2,6.3,6.5,6.1,5.4,4.5,5.5,1329,2,13943.61
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,3236.94,3236.94,3236.94,TRY,Renault Taliant,730225406,1,1,1,4,Economy,5,Automatic,1000 kilometres per rental,Green Motion,6.9,7.2,6.7,8.2,6.6,6.9,6.8,5.9,915,2,9710.82
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,3618.42,3618.42,3618.42,TRY,Fiat Egea,652785496,1,1,1,4,Intermediate,5,Manual,Unlimited km,Goldcar,7.7,7.6,7.3,8.7,7.5,8.1,7.3,7.7,509,2,10855.26
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,4246.28,4246.28,4246.28,TRY,Dacia Duster,699764606,1,1,1,5,Compact,5,Manual,Unlimited km,Circular Car Hire,6.6,7.5,7.1,8.0,6.3,5.6,6.3,6.3,613,2,12738.84
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,3351.72,3351.72,3351.72,TRY,Hyundai i20,680483891,1,1,1,4,Economy,4,Automatic,3000 kilometres per rental,Sixt,7.4,7.2,6.9,8.9,7.5,7.4,7.8,6.7,439,2,10055.16
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,2596.15,2596.15,2596.15,TRY,Hyundai I20,635676483,1,1,1,4,Economy,5,Automatic,4000 kilometres per rental,Windy Car Rental,5.8,6.2,6.3,6.5,6.1,5.4,4.5,5.5,1329,2,7788.450000000001
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,3336.37,3336.37,3336.37,TRY,Kia Picanto,729703131,1,1,1,5,Mini,5,Automatic,Unlimited km,Rent Go,6.4,6.1,5.4,8.4,6.2,6.4,6.3,6.2,38,2,10009.11
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,10919.02,10919.02,10919.02,TRY,Dacia Lodgy,699765141,1,1,1,5,Standard,7,Manual,Unlimited km,Circular Car Hire,6.6,7.5,7.1,8.0,6.3,5.6,6.3,6.3,613,2,32757.06
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,9099.18,9099.18,9099.18,TRY,Ford Tourneo,699765641,1,1,1,5,Luxury,9,Manual,Unlimited km,Circular Car Hire,6.6,7.5,7.1,8.0,6.3,5.6,6.3,6.3,613,2,27297.54
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,4771.31,4771.31,4771.31,TRY,Toyota Corolla,741314256,1,1,1,4,Intermediate,5,Automatic,Unlimited km,Alamo,8.0,8.4,8.0,9.5,7.8,8.0,7.6,7.4,1176,2,14313.93
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,9645.13,9645.13,9645.13,TRY,Ford Tourneo,709104686,1,1,1,5,Luxury,9,Automatic,Unlimited km,Circular Car Hire,6.6,7.5,7.1,8.0,6.3,5.6,6.3,6.3,613,2,28935.39
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,3440.03,3440.03,3440.03,TRY,Fiat Egea,747290391,1,1,1,4,Compact,5,Manual,1000 kilometres per rental,Garenta,7.3,7.0,7.0,9.2,6.8,7.4,7.6,6.5,1318,2,10320.09
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,3954.54,3954.54,3954.54,TRY,Opel Corsa,707121981,1,1,1,4,Economy,5,Automatic,Unlimited km,Avec Rent a Car,7.6,8.0,7.9,8.5,7.3,7.8,6.7,7.0,2661,2,11863.619999999999
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,3942.98,3942.98,3942.98,TRY,Citroen Nemo,735249041,1,1,1,3,Economy,5,Manual,Unlimited km,Circular Car Hire,6.6,7.5,7.1,8.0,6.3,5.6,6.3,6.3,613,2,11828.94
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,4050.48,4050.48,4050.48,TRY,Fiat Doblo,747301871,1,1,1,4,Compact,5,Manual,1000 kilometres per rental,Garenta,7.3,7.0,7.0,9.2,6.8,7.4,7.6,6.5,1318,2,12151.44
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,4118.59,4118.59,4118.59,TRY,Ford Focus,741316801,1,1,1,4,Compact,5,Manual,Unlimited km,Alamo,8.0,8.4,8.0,9.5,7.8,8.0,7.6,7.4,1176,2,12355.77
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,3639.67,3639.67,3639.67,TRY,Ford Tourneo,729703116,1,1,1,5,Compact,5,Manual,Unlimited km,Rent Go,6.4,6.1,5.4,8.4,6.2,6.4,6.3,6.2,38,2,10919.01
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,4549.59,4549.59,4549.59,TRY,Nissan Juke,740840071,1,1,1,5,Compact,5,Automatic,Unlimited km,Circular Car Hire,6.6,7.5,7.1,8.0,6.3,5.6,6.3,6.3,613,2,13648.77
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,4202.61,4202.61,4202.61,TRY,Ford Focus,714874626,1,1,1,4,Compact,5,Manual,Unlimited km,Enterprise,7.8,7.9,7.6,9.2,7.6,8.1,7.6,6.7,691,2,12607.829999999998
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,3503.38,3503.38,3503.38,TRY,Renault Clio,680483896,1,1,1,4,Economy,5,Automatic,3000 kilometres per rental,Sixt,7.4,7.2,6.9,8.9,7.5,7.4,7.8,6.7,439,2,10510.14
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,4198.67,4198.67,4198.67,TRY,Fiat Egea Cross,747311951,1,1,1,5,Compact,5,Manual,1000 kilometres per rental,Garenta,7.3,7.0,7.0,9.2,6.8,7.4,7.6,6.5,1318,2,12596.01
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,4733.11,4733.11,4733.11,TRY,Fiat Egea,706534686,1,1,1,4,Intermediate,5,Manual,Unlimited km,Autounion,7.6,8.0,7.8,8.0,8.2,6.7,6.3,7.7,188,2,14199.329999999998
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,3657.81,3657.81,3657.81,TRY,Fiat Egea,735024941,1,1,1,4,Intermediate,5,Automatic,1000 kilometres per rental,Green Motion,6.9,7.2,6.7,8.2,6.6,6.9,6.8,5.9,915,2,10973.43
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,7229.3,7229.3,7229.3,TRY,Hyundai Tucson,741311701,1,1,1,4,Full-size,5,Automatic,Unlimited km,Alamo,8.0,8.4,8.0,9.5,7.8,8.0,7.6,7.4,1176,2,21687.9
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,4924.53,4924.53,4924.53,TRY,Skoda Superb,707393706,1,1,1,4,Standard,5,Automatic,Unlimited km,Avec Rent a Car,7.6,8.0,7.9,8.5,7.3,7.8,6.7,7.0,2661,2,14773.59
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,4868.67,4868.67,4868.67,TRY,Toyota Corolla Hybrid,730088821,1,1,1,4,Intermediate,5,Automatic,Unlimited km,Enterprise,7.8,7.9,7.6,9.2,7.6,8.1,7.6,6.7,691,2,14606.01
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,4924.53,4924.53,4924.53,TRY,Volkswagen Passat,701981548,1,1,1,4,Full-size,5,Automatic,Unlimited km,Avec Rent a Car,7.6,8.0,7.9,8.5,7.3,7.8,6.7,7.0,2661,2,14773.59
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,7377.01,7377.01,7377.01,TRY,Hyundai Tucson,714872231,1,1,1,4,Full-size,5,Automatic,Unlimited km,Enterprise,7.8,7.9,7.6,9.2,7.6,8.1,7.6,6.7,691,2,22131.03
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,14176.67,14176.67,14176.67,TRY,Volkswagen Caravelle,701983673,1,1,1,4,Standard,9,Automatic,Unlimited km,Avec Rent a Car,7.6,8.0,7.9,8.5,7.3,7.8,6.7,7.0,2661,2,42530.01
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,3823.19,3823.19,3823.19,TRY,Renault Taliant,747287111,1,1,1,4,Economy,5,Automatic,1000 kilometres per rental,Garenta,7.3,7.0,7.0,9.2,6.8,7.4,7.6,6.5,1318,2,11469.57
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,41640.33,41640.33,41640.33,TRY,Peugeot Traveller,748067606,1,1,1,4,Standard,9,Automatic,Unlimited km,addCar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,124920.99
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,3490.71,3490.71,3490.71,TRY,Toyota Corolla Hybrid,727516751,1,1,1,4,Intermediate,5,Automatic,4000 kilometres per rental,Windy Car Rental,5.8,6.2,6.3,6.5,6.1,5.4,4.5,5.5,1329,2,10472.130000000001
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,4384.49,4384.49,4384.49,TRY,Hyundai i20,695616631,1,1,1,4,Economy,5,Manual,Unlimited km,Autounion,7.6,8.0,7.8,8.0,8.2,6.7,6.3,7.7,188,2,13153.47
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,43676.07,43676.07,43676.07,TRY,Volkswagen Transporter,729671386,1,1,1,5,Premium,8,Manual,Unlimited km,Eren Rent A Car,5.1,5.0,5.3,6.3,5.4,5.2,3.8,5.2,119,2,131028.20999999999
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,4001.72,4001.72,4001.72,TRY,Fiat Egea,680483901,1,1,1,4,Intermediate,5,Automatic,3000 kilometres per rental,Sixt,7.4,7.2,6.9,8.9,7.5,7.4,7.8,6.7,439,2,12005.16
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,12253.56,12253.56,12253.56,TRY,Mercedes Vito,741323601,1,1,1,5,Luxury,9,Automatic,Unlimited km,Alamo,8.0,8.4,8.0,9.5,7.8,8.0,7.6,7.4,1176,2,36760.68
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,12503.79,12503.79,12503.79,TRY,Mercedes Vito,714893621,1,1,1,5,Luxury,9,Automatic,Unlimited km,Enterprise,7.8,7.9,7.6,9.2,7.6,8.1,7.6,6.7,691,2,37511.37
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,5122.42,5122.42,5122.42,TRY,Renault Clio,726344641,1,1,1,4,Economy,5,Automatic,Unlimited km,Autounion,7.6,8.0,7.8,8.0,8.2,6.7,6.3,7.7,188,2,15367.26
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,4409.84,4409.84,4409.84,TRY,Citroen C3,695616681,1,1,1,4,Economy,5,Manual,Unlimited km,Autounion,7.6,8.0,7.8,8.0,8.2,6.7,6.3,7.7,188,2,13229.52
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,6118.35,6118.35,6118.35,TRY,Audi Q2,701981308,1,1,1,4,Intermediate,5,Automatic,Unlimited km,Avec Rent a Car,7.6,8.0,7.9,8.5,7.3,7.8,6.7,7.0,2661,2,18355.050000000003
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,4626.06,4626.06,4626.06,TRY,Volkswagen Golf,707269956,1,1,1,4,Compact,5,Automatic,Unlimited km,Avec Rent a Car,7.6,8.0,7.9,8.5,7.3,7.8,6.7,7.0,2661,2,13878.18
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,4407.89,4407.89,4407.89,TRY,Opel Corsa,718669186,1,1,1,4,Economy,5,Automatic,Unlimited km,Goldcar,7.7,7.6,7.3,8.7,7.5,8.1,7.3,7.7,509,2,13223.670000000002
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,5156.2,5156.2,5156.2,TRY,Nissan Juke,729703056,1,1,1,5,Compact,5,Automatic,Unlimited km,Rent Go,6.4,6.1,5.4,8.4,6.2,6.4,6.3,6.2,38,2,15468.599999999999
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,17744.01,17744.01,17744.01,TRY,Dacia Lodgy,729671401,1,1,1,5,Standard,7,Manual,Unlimited km,Eren Rent A Car,5.1,5.0,5.3,6.3,5.4,5.2,3.8,5.2,119,2,53232.03
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,17743.4,17743.4,17743.4,TRY,Dacia Lodgy,729671406,1,1,1,5,Standard,7,Manual,Unlimited km,Eren Rent A Car,5.1,5.0,5.3,6.3,5.4,5.2,3.8,5.2,119,2,53230.200000000004
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,4342.65,4342.65,4342.65,TRY,Fiat Panda,695616471,1,1,1,4,Mini,4,Manual,Unlimited km,Autounion,7.6,8.0,7.8,8.0,8.2,6.7,6.3,7.7,188,2,13027.949999999999
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,6715.26,6715.26,6715.26,TRY,Audi  Q3,729019571,1,1,1,4,Intermediate,5,Automatic,Unlimited km,Avec Rent a Car,7.6,8.0,7.9,8.5,7.3,7.8,6.7,7.0,2661,2,20145.78
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,4289.05,4289.05,4289.05,TRY,Hyundai i10,741325301,1,1,1,4,Mini,5,Manual,Unlimited km,Alamo,8.0,8.4,8.0,9.5,7.8,8.0,7.6,7.4,1176,2,12867.150000000001
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,5934.05,5934.05,5934.05,TRY,Fiat Egea,706593251,1,1,1,4,Intermediate,5,Automatic,Unlimited km,Autounion,7.6,8.0,7.8,8.0,8.2,6.7,6.3,7.7,188,2,17802.15
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,4106.53,4106.53,4106.53,TRY,Renault Zoe,747325071,1,1,1,4,Economy,5,Automatic,1000 kilometres per rental,Garenta,7.3,7.0,7.0,9.2,6.8,7.4,7.6,6.5,1318,2,12319.59
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,10377.62,10377.62,10377.62,TRY,Mercedes C-Class,741327001,1,1,1,5,Premium,5,Automatic,Unlimited km,Alamo,8.0,8.4,8.0,9.5,7.8,8.0,7.6,7.4,1176,2,31132.86
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,13622.99,13622.99,13622.99,TRY,BMW 5-series,741322751,1,1,1,4,Premium,5,Automatic,Unlimited km,Alamo,8.0,8.4,8.0,9.5,7.8,8.0,7.6,7.4,1176,2,40868.97
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,10589.93,10589.93,10589.93,TRY,Mercedes C-Class,723698936,1,1,1,4,Premium,5,Automatic,Unlimited km,Enterprise,7.8,7.9,7.6,9.2,7.6,8.1,7.6,6.7,691,2,31769.79
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,4267.45,4267.45,4267.45,TRY,Renault Megane Sedan,730225286,1,1,1,5,Compact,5,Automatic,1000 kilometres per rental,Green Motion,6.9,7.2,6.7,8.2,6.6,6.9,6.8,5.9,915,2,12802.349999999999
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,4482.41,4482.41,4482.41,TRY,Renault Symbol,695616831,1,1,1,4,Compact,5,Manual,Unlimited km,Autounion,7.6,8.0,7.8,8.0,8.2,6.7,6.3,7.7,188,2,13447.23
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,4549.2,4549.2,4549.2,TRY,Peugeot 301,695616881,1,1,1,4,Compact,5,Manual,Unlimited km,Autounion,7.6,8.0,7.8,8.0,8.2,6.7,6.3,7.7,188,2,13647.599999999999
Istanbul Airport,IST,TR,Istanbul,2,2023-07-25,10:00,2023-07-27,10:00,0,4731.57,4731.57,4731.57,TRY,Fiat Doblo,699764746,1,1,1,5,Compact,5,Manual,Unlimited km,Circular Car Hire,6.6,7.5,7.1,8.0,6.3,5.6,6.3,6.3,613,2,14194.71
